PAIS,ZPOBDENS,ZTMINFAN,ZESPVIDA,ZPOBURB,ZTMEDICO,ZPAGRICU,ZPSERVI,ZTLIBROP,ZTEJERCI,ZTPOBACT,ZTENERGI
mejico  ,-1.22667044041958,-0.36104675699717,-0.573202183246417,-0.109477450416717,-0.810779902473848,-0.686264325179384,0.337037395663801,-1.44225917373872,-1.28996888176191,-1.48929096646038,-0.900723785992949
nigeria ,-0.694227665828469,1.23774714018664,-2.99527929370482,-1.911951477198,-1.63764108066632,1.22898996282775,-1.86824530829477,-1.42401149080492,-1.19868855631027,-0.538974272239351,-1.6955984017212
pakistan,-0.498446178673372,1.40482367285054,-2.81665195659634,-1.86608699814504,-1.45496244827496,0.61466311573112,-1.24657807720853,-1.46875478851843,-0.709151280885373,-1.70039046416514,-1.67516251727962
polonia ,-0.418683350573147,-1.24783758421327,0.15321565432808,-0.48556617865098,0.429511864814866,-0.510097067556086,-1.13533236217204,-0.428426569277531,-0.536814983634007,0.86222493415781,0.254279982452671
rdaleman,0.004991931154021,-1.48431513813756,0.284209034874301,0.339994444302281,0.77563979987218,-1.52738202816309,-0.664174039664572,-0.051558422117918,-0.451441128690756,1.15256659020144,1.06719985904429
reinouni,0.7932972841965,-1.48431513813756,0.486653350263915,1.00961583847548,-0.483881297141939,-2.08423365257952,0.71658159990593,1.25837556573354,-0.989199838692585,0.355279409950624,0.199600672205212
rfaleman,0.9611099874723,-1.46889268896859,0.415202415420523,0.71608317253654,0.439126529677569,-1.84872037748467,0.101458234410066,1.90236042526288,-0.607952289315111,-0.039805005559183,0.55982476528653
rumania ,-0.628967170110104,-1.04220492862693,-0.013503193639838,-0.948797417085865,-0.012762718869481,-0.505579958386258,-1.46252564169112,-0.44053504716941,-0.473884705976088,0.58311492992013,0.091749179614429
turquia ,-1.00809957380728,0.56944100953103,-0.954273835744515,-1.14601467701359,-1.06076118890413,0.89020677509064,-1.67847320617371,-1.26872233617566,0.18707864507695,-0.171212735982963,-1.24078429703104
urss    ,-1.7242459717956,-1.09361309252351,-0.215947509029451,-0.260830231291481,1.87171159422035,-0.939222438689761,-0.487489668724271,-0.530927942343548,0.67613398154902,0.80446521570419,0.455620048469777
usa     ,-1.59579674212771,-1.47146309716342,0.47474486112335,0.225333246669884,0.189145243247286,-1.99840857835278,0.80819571817127,-0.301938038894183,-0.923135762919361,0.386717063468414,2.15959005387677
vietnam ,0.089934163676339,0.158175698358343,-1.44962002082092,-2.61969441381108,-1.75303577258848,1.3328834737338,-2.6977895125369,-1.42521141335027,1.42835265953615,0.2222117915967,-1.70066100992101
